row,set,Tube,weights,Line,Su,B11,Na23,Mg25,Al27,Si29,P31,S34,K39,Ca44,Mn55,Fe57,Co59,Ni60,Cu65,Zn66,As75,Se82,Rb85,Mo98,Cd114
07U4159,R5,183,0.1192,(B73_Il14H)S5,NA,567.5844991,258.2205537,3380.01263,46.66180736,1422.160249,5007.26287,2747.982936,5875.443258,540.7148331,15.22871217,49.20687762,0.004855259,0.236301503,4.072091443,48.01027559,0.431107452,0.298941935,6.862296346,0.314458584,0.263658818
07U4160,R5,184,0.1769,(B73_Il14H)S5,NA,586.1489961,255.1196071,1742.780054,50.30356666,933.5801955,3837.890323,2065.42322,4550.830977,186.1075284,7.71123944,29.82438728,0.003485741,0.443320363,4.106173874,19.43434985,0.218071488,0.286628278,4.464280828,0.157225098,0.005736244
07U4161,R5,185,0.2408,(B73_Il14H)S5,NA,277.8004021,124.4200564,1903.731315,22.81717486,576.3133696,3971.491319,1736.295853,3766.135585,189.2691251,4.502490182,23.2646963,0.002165408,0.259597923,1.949720358,13.23874218,0.135510824,0.179898701,2.306725361,0.085761442,0.044912779
07U4162,R5,186,0.2842,(B73_Il14H)S5,NA,210.0474933,95.44435066,1884.441024,16.99378774,476.1125755,3123.889882,1322.619451,3594.284861,125.3963353,5.725984431,22.24941463,0.00211989,0.203904978,1.203757871,16.24510304,0.164876976,0.144416912,1.991686217,0.105819756,0.003590048
07U4163,R5,187,0.1523,(B73_Il14H)S5,round,360.3701457,160.5925494,2260.537708,34.40631703,940.9958627,3947.127589,2401.966673,3687.674873,235.1527473,9.262409757,37.95074272,0.005911576,0.087371574,3.032558912,25.53085189,0.255358343,0.369102832,1.482731889,0.298019333,0.128039243
07U4164,R5,188,0.0998,(B73_Il14H)S5,NA,559.947807,256.1121195,2348.459798,47.81855184,1598.288427,3991.555913,2800.598336,3351.942346,272.4678437,8.371726981,47.16245197,0.003956011,0.208581443,3.062255704,20.28661682,0.318361359,0.379198842,1.839256762,0.178666196,0.045057349
07U4165,R5,189,0.2738,B73,NA,302.6302588,142.4247158,1772.043071,24.20847562,560.8148074,3231.655394,1626.95752,4208.351013,124.3678643,5.536120711,24.62962118,0.003176131,0.160313196,1.242057908,18.52318592,0.115741657,0.206335055,2.311326374,0.117455658,0.002975169
07U4166,R5,190,0.2939,(B73_Il14H)S5,NA,209.9639274,95.06987314,1920.179267,19.10389081,477.6333385,3439.424585,1767.317428,3466.301771,138.3972964,4.122412198,24.84532747,0.003189587,0.144252443,0.656325527,16.65209605,0.139814728,0.13495117,1.975436104,0.139586781,0.020307459
07U4167,R5,191,0.1163,(B73_Il14H)S5,NA,663.4548826,316.3623795,2466.510098,54.76373354,1416.909354,4532.774438,3028.896454,9401.712501,370.3315329,6.383937435,43.18520155,0.006447074,0.423939438,2.381494882,21.78617934,0.26425112,0.514825037,7.010719957,0.326659586,0.017159064
07U4168,R5,192,0.1589,(B73_Il14H)S5,NA,389.9229182,181.2588528,1842.427891,36.8260955,918.3836044,3057.663558,2101.488468,2975.694812,209.2143803,5.755816645,32.48380676,0.004956766,0.207907145,1.120273548,11.12786992,0.16514817,0.37377951,2.092329973,0.177574016,0.028476706
07U4169,R5,193,0.1202,(B73_Il14H)S5,NA,855.5068339,369.9702755,1249.073021,74.16918346,1388.471928,2635.826486,2259.118699,3275.059536,319.8849335,4.384635993,32.26648158,0.006933928,0.179815202,0.971907154,6.853706761,0.305744804,0.531350042,3.637704868,0.131978488,0.011525103
07U4170,R5,194,0.1135,(B73_Il14H)S5,NA,801.6655117,356.0439803,1689.261134,65.45879214,1459.848977,3415.882099,2279.0653,3463.864217,270.5552991,3.528428206,35.20498174,0.005022209,0.186227751,1.435664565,14.36143314,0.485329704,0.342885283,3.239970609,0.244043604,0.018774657
07U4171,R5,195,0.2357,(B73_Il14H)S5,NA,243.8452762,106.3525691,2380.18523,19.85120838,692.2948706,4145.210531,2073.223434,4082.683528,254.3582845,12.50189656,30.2854076,0.004294589,0.190216534,2.085456198,19.73286422,0.213498801,0.307533131,2.789955416,0.235089198,0.004705906
07U4172,R5,196,0.1934,(B73_Il14H)S5,NA,249.0967805,105.1835756,2539.948442,17.41361685,924.4835257,3706.496056,2196.738602,3588.435067,219.4094869,6.301632032,33.48505899,0.002147704,0.268976997,1.674010288,23.22771898,0.302283042,0.319821731,4.174347209,0.132002127,0.003339924
07U4173,R5,197,0.2091,(B73_Il14H)S5,NA,293.1663648,127.2831661,2206.476667,24.83772804,764.9622421,3860.892999,1909.647703,4043.095289,112.1126619,9.838428601,27.64268528,0.004638846,0.219951299,1.30864578,20.1766729,0.21322979,0.267339361,2.662640934,0.209961167,0.002573266
07U4174,R5,198,0.1698,(B73_Il14H)S5,NA,523.5730541,231.8511798,2303.870359,40.12654445,963.4741602,3852.466941,2315.8502,3429.091912,210.3722526,6.701246375,31.91752186,0.004984601,0.156800294,1.745716545,18.47569118,0.272111427,0.36746843,2.923005448,0.106727726,0.006106477
07U4175,R5,199,0.1901,Il14H,NA,421.6040143,197.114457,2453.619194,32.26242306,853.8525035,4633.535109,2212.553104,4597.773792,205.3967293,7.778876487,28.13571664,0.003446527,0.097195344,1.68470619,16.47586556,0.299512218,0.330711726,3.189825271,0.162195971,0.023231515
07U4176,R5,200,0.2095,(B73_Il14H)S5,NA,389.9455656,173.3245047,2230.823403,30.80093551,802.5422204,3710.888238,1852.763996,4695.704256,155.9162989,6.282840559,30.99269056,0.004198176,0.161773945,0.736157322,18.29347106,0.268672455,0.26029012,2.536754749,0.148464228,0.001608462
07U4177,R5,201,0.1722,(B73_Il14H)S5,NA,359.810901,156.6319919,2190.26579,25.15749397,826.1204573,3723.021173,2009.783121,3561.330065,250.887591,8.025083372,26.82492082,0.002746155,0.190232824,0.944290906,25.20628387,0.172738759,0.364028521,4.853897552,0.201288047,0.003640488
07U4178,R5,202,0.2055,(B73_Il14H)S5,NA,288.0178683,131.5972212,2380.049737,29.58058573,691.8179571,4239.157694,2206.607363,4078.002655,185.173515,10.89547891,32.88885442,0.00351012,0.272076556,3.453354444,26.33165709,0.234890066,0.266408474,3.641449924,0.212890769,0.002384191
07U4179,R5,203,0.1846,(B73_Il14H)S5,NA,420.4450333,200.1396442,2434.902714,33.10809398,839.6808735,4344.594832,2258.026973,3748.748866,230.3094112,8.408721131,29.66490439,0.002472328,0.389499305,1.655831362,18.84743077,0.225629264,0.303085589,2.929131642,0.145605601,0.006020452
07U4180,R5,204,0.2227,(B73_Il14H)S5,NA,377.584405,177.1232473,1950.651412,27.60637739,703.4628537,3833.993189,1979.020909,3817.716399,137.7944191,6.00583042,31.46543713,0.004804846,0.500372592,1.92933645,19.5794379,0.239614323,0.221485543,2.917639687,0.152655293,0.016597963
07U3967,R5,205,0.1922,(B73_Il14H)S5,round,367.3563587,156.8210257,2028.912606,29.7030703,901.6765761,3928.388805,2039.258604,4891.179567,264.7451709,4.690513993,38.30401794,0.001583719,0.303031662,2.984447676,22.37636883,0.158481567,5.810955355,2.852331745,0.140193175,0.067667248
07U4011,R5,206,0.2278,(B73_Il14H)S5,round,293.3799048,127.8103425,1906.315058,23.19153399,710.8371194,3116.114857,1667.70184,3387.33371,164.5135734,5.499843387,30.99625084,0.002508681,0.153343823,1.422811555,15.96290014,0.173020132,0.168055106,1.198174942,0.111268302,0.003590502
07U4035,R5,207,0.3346,(B73_Il14H)S5,round,175.7061122,75.46123992,2091.73986,15.22506094,485.0010303,3432.928174,1640.541373,2660.52061,95.09591401,4.388622007,29.76142314,0.003106971,0.109313138,0.611004808,21.45402162,0.090323499,0.097156624,0.811059078,0.134389049,0.005550899
07U4057,R5,208,0.1564,(B73_Il14H)S5,round,425.677007,178.3245808,2381.560032,35.61907278,1284.5087,4240.585095,2603.738662,4675.76118,273.3947289,9.030019526,36.16438248,0.002893847,0.095040823,2.321931904,14.60624458,0.314499949,0.242532568,3.994716636,0.266504201,0.004167253
07U4059,R5,209,0.1459,(B73_Il14H)S5,round,447.626032,195.7889717,2913.203247,35.07610179,1246.91252,5741.421631,3310.507484,5787.280123,282.873281,14.65138814,43.35476927,0.002938414,0.278562681,2.851156111,21.5795515,0.24716115,0.243211429,3.595389461,0.295938004,0.052603393
07U4091,R5,210,0.2341,(B73_Il14H)S5,round,340.0575455,147.463743,2209.59978,26.46481151,734.2770536,3335.146665,1914.829948,2978.369368,153.9342646,5.315474059,30.39286566,0.004439875,0.174322397,1.759745402,25.89423952,0.180675309,0.258945731,1.496409518,0.153317289,0.00333698
07U4163,R5,211,0.1724,(B73_Il14H)S5,round,517.0432273,219.3146804,2458.816693,38.65478636,1055.105926,4242.384623,2624.586431,4042.438209,249.5745992,8.261784071,40.1005797,0.00694131,0.144120703,2.445340686,25.79079919,0.211730357,0.217672305,1.533536814,0.280741211,0.068081906
07U3967,R5,212,0.241,(B73_Il14H)S5,round,329.7049532,144.99628,1922.547555,23.99438823,701.5049447,3560.656797,1827.075755,4187.650977,224.081962,4.329746935,27.76508216,0.002725773,0.391258186,2.578320578,20.34573817,0.217640926,0.189147503,2.622886282,0.125139381,0.079297589
07U4011,R5,213,0.2286,(B73_Il14H)S5,round,490.8129367,203.7610918,2021.554906,39.94010284,766.2840651,3413.610248,1871.491629,3886.771965,164.2254527,6.074333215,32.23307982,0.007521721,0.229129002,1.891486796,17.73166217,0.239471928,0.283349529,1.39218544,0.109209057,0.010806066
07U4035,R5,214,0.3072,(B73_Il14H)S5,round,202.3099508,87.82623141,2136.083867,14.71279072,500.6340002,3709.879601,1808.325771,3223.385557,109.092232,4.72920655,29.4566487,0.00561123,0.160975803,0.84933177,22.19550534,0.127564705,0.162610398,1.013455584,0.104485154,0.002142052
07U4057,R5,215,0.1795,(B73_Il14H)S5,round,367.8874269,161.4509596,2328.467903,30.8274287,948.8053535,3796.579583,2246.269203,3920.721072,187.9970849,7.33185961,32.69585901,0.007046111,0.143332017,1.256885698,12.91627894,0.276967336,0.237477431,3.793207184,0.176677904,0.004159689
07U4059,R5,216,0.2425,(B73_Il14H)S5,round,371.1258597,155.9744173,2027.416693,27.52597606,680.7658118,4069.595075,2249.988383,3744.985605,164.7891305,9.179739176,29.03665364,0.003517652,0.250819373,1.898171538,19.53893666,0.184755959,0.277229065,2.396142389,0.208639843,0.043774238
07U4091,R5,217,0.2203,(B73_Il14H)S5,round,252.3178227,113.3516818,2049.326458,16.26320113,740.6972862,3369.854912,1679.17768,2820.452943,151.1611593,5.005755783,28.6507168,0.003812565,0.094635079,1.398393975,24.44146747,0.136623528,0.204180592,1.227297198,0.114237431,0.002107252
07U4163,R5,218,0.1433,(B73_Il14H)S5,round,329.951485,151.6900289,2273.303754,19.65066942,1144.483363,3873.741751,2484.026564,3836.468195,259.2267868,8.305048455,35.61447589,0.002630979,0.095000594,2.790146757,26.05758405,0.197232045,0.39023168,1.551641525,0.233139615,0.056100855
07U3967,R5,219,0.2612,(B73_Il14H)S5,round,219.2523232,105.5253871,1963.790231,16.03739671,635.2065317,3732.512295,1874.8266,4196.336842,160.0487026,4.060073449,35.91292929,0.004326916,0.253414351,2.514390121,21.35754092,0.12377311,0.199233053,2.619705234,0.100167102,0.05386683
07U4011,R5,220,0.2376,(B73_Il14H)S5,round,376.1583569,180.1251098,1940.971031,24.8276965,669.8851977,3269.691785,1751.952756,3630.00946,160.2707566,5.707712297,31.86408692,0.004131163,0.166883613,1.30908141,19.05512355,0.203906544,0.212818583,1.317039202,0.090975576,0.001434813
07U4035,R5,221,0.2536,(B73_Il14H)S5,round,385.4005934,184.8628352,2178.262643,27.86052235,707.3587522,3659.527868,1900.577905,2964.731156,101.7304169,4.869071925,38.34038437,0.005033915,0.186671317,0.674678333,23.18921934,0.157717207,0.185963215,0.973749343,0.11889758,0.00339584
07U4057,R5,222,0.2036,(B73_Il14H)S5,round,469.0355762,222.0489776,2250.917168,30.73127511,823.32469,3805.440169,2034.472528,3596.288589,162.9272753,7.398141929,32.74066428,0.003834362,0.163862803,1.719438091,14.74194333,0.177508156,0.217761076,3.744362204,0.175220452,0.006795983
07U4059,R5,223,0.2283,(B73_Il14H)S5,round,288.5075832,131.1420658,2061.860762,17.37133489,688.626588,4169.272155,2335.401439,3980.936501,140.7307309,9.243218573,28.967538,0.002053916,0.226477497,2.209661909,19.98890424,0.147969193,0.148427709,2.377040841,0.208542683,0.027930739
07U4091,R5,224,0.2282,(B73_Il14H)S5,round,370.9013476,166.2784748,2170.805019,28.5221302,772.9454727,3571.577364,1698.029053,3400.912847,171.8753513,5.769017723,29.80845939,0.00328924,0.102614015,1.925122252,24.46260503,0.28184858,0.266804314,1.367100144,0.132767512,0.003094554
07U4163,R5,225,0.1121,(B73_Il14H)S5,round,848.9296127,395.0996967,1433.01855,63.10745464,1641.734553,2595.348176,2730.386088,2494.229386,342.3374522,6.477028704,40.25643092,0.007270114,0.121130098,2.40049654,22.59167361,0.177330203,0.631399319,1.131307668,0.177659094,0.026812775
07U3967,R5,226,0.167,(B73_Il14H)S5,crinkled,498.1703236,241.2774049,2108.511312,36.52491665,989.1587506,4336.457772,2443.055556,6285.222407,321.8870955,4.453410612,32.30227243,0.005628382,0.276919895,3.487090085,21.48018246,0.238797608,0.394719182,3.653606504,0.154237724,0.040881581
07U4011,R5,227,0.1753,(B73_Il14H)S5,crinkled,637.8070747,286.9264777,2058.149384,47.53926845,935.9411172,3656.678333,1957.438495,5664.429368,214.2750818,6.964497699,36.64397305,0.007459977,0.170487155,2.075956518,17.10662963,0.234931035,0.395662875,1.970491449,0.135211189,0.003212411
07U4035,R5,228,0.241,(B73_Il14H)S5,crinkled,341.8246105,155.2082586,2247.423136,31.39916371,663.5245568,3813.613458,1866.640263,4350.941181,138.2552228,5.817728593,33.50126053,0.004379481,0.145992782,0.689219452,21.97405615,0.124409588,0.208299601,1.411046835,0.132357688,0.001921329
07U4057,R5,229,0.1008,(B73_Il14H)S5,crinkled,894.8042631,386.14603,2590.422963,60.47492487,1838.046736,4751.287232,3126.876023,5525.114006,410.411011,9.9585227,43.32556557,0.00672133,0.123625362,2.62858922,14.20510618,0.626820781,0.382286384,5.262575367,0.267249963,0.014154202
07U4059,R5,230,0.1022,(B73_Il14H)S5,crinkled,562.138196,264.6245309,2698.767523,38.3643677,1666.867434,5040.903156,3512.284383,4804.589655,386.2240615,11.09180396,39.96691398,0.007226963,0.270857385,2.416065837,19.01743246,0.310921632,0.469151512,2.58001594,0.234275639,0.03321458
07U4091,R5,231,0.1644,(B73_Il14H)S5,crinkled,341.1052104,172.5620961,2207.995781,24.66774558,918.2948253,3680.502116,1976.256563,3889.110742,234.7036011,6.273554226,33.7487971,0.002921807,0.099967798,1.815052342,23.14565212,0.191316444,0.312266075,1.653043149,0.144246999,0.003853771
07U4163,R5,232,0.1217,(B73_Il14H)S5,crinkled,490.7169268,247.1376779,2322.559758,35.285013,1255.340906,4299.059448,2858.580863,6079.033965,330.7831857,9.719437582,40.49028104,0.008899987,0.092960514,3.453383477,26.57069465,0.375677459,0.495727056,2.213638155,0.302803446,0.134376988
07U3967,R5,233,0.1741,(B73_Il14H)S5,crinkled,485.3620997,228.8243076,2185.827741,36.71079352,968.4794987,4425.631805,2245.485166,5816.107744,280.6578042,4.501640208,37.22976673,0.001608544,0.254700677,2.369424223,24.03254324,0.136974125,0.329585209,3.513380616,0.147940828,0.082524612
07U4011,R5,234,0.1679,(B73_Il14H)S5,crinkled,480.6227049,224.0482563,2200.858184,38.27169305,997.5276773,3519.543264,2001.927383,5724.191793,246.3796381,7.053191122,37.82626918,0.006462747,0.121472995,1.733011532,17.14070239,0.338552952,0.228348177,1.945512325,0.123833735,0.015011276
07U4035,R5,235,0.2406,(B73_Il14H)S5,crinkled,249.1259394,119.3615771,2133.612211,19.22755637,620.0638486,3640.313852,1862.062871,3419.144125,130.7940551,4.412283119,35.04896403,0.00279058,0.13158683,0.718844314,19.76967584,0.168307222,0.174851708,1.078293661,0.116679494,0.00799755
07U4057,R5,236,0.1032,(B73_Il14H)S5,crinkled,607.4485637,302.3319588,1851.200431,41.25450793,1714.304651,3603.512223,3168.154147,4246.235606,463.6055941,9.031283011,48.15880316,0.002921629,0.189253769,2.6403274,17.66278599,0.290611152,0.452875654,3.920537909,0.257161405,0.016867978
07U4059,R5,237,0.1888,(B73_Il14H)S5,crinkled,442.4275399,200.1258288,2303.622164,35.14542528,961.0249382,4624.633666,2746.716393,5497.530478,266.2280159,12.27063715,38.27070093,0.004039389,0.255717766,2.68490062,19.2559882,0.087037714,0.238723998,3.301817881,0.258883194,0.084065201
07U4091,R5,238,0.1711,(B73_Il14H)S5,crinkled,466.0587386,214.3803774,2246.923854,38.39577879,992.8044826,3766.685458,2201.929023,4275.928001,271.7813608,7.289279918,35.40493095,0.005752822,0.096534219,2.374675146,24.62471206,0.235288479,0.316003281,1.841388709,0.144959038,0.002083495
07U4163,R5,239,0.1388,(B73_Il14H)S5,crinkled,640.4109877,284.3622344,2562.752846,52.08157632,1427.085946,4403.248051,2971.649292,6727.140115,356.3298141,11.14324968,47.7619507,0.005621649,0.383447016,2.805937188,25.80426343,0.444186119,0.383425396,2.317039802,0.285100185,0.115616415
07U3967,R5,240,0.1256,(B73_Il14H)S5,crinkled,415.7578163,205.4735448,2330.858596,34.0188229,1433.540001,4800.914698,2705.357821,6435.672144,332.3799264,5.99858629,49.22694152,0.005461226,0.294082869,3.679164166,25.33212892,0.387209222,0.433741102,4.04174054,0.157606694,0.121493459
07U4011,R5,241,0.1661,(B73_Il14H)S5,crinkled,388.7406761,171.7613535,2321.868935,31.92054749,1052.429665,3742.770066,2210.608304,5750.25749,245.9956679,6.943509861,43.54750295,0.003045315,0.197009519,1.452608453,18.62057805,0.380377698,0.309043075,2.089352454,0.127932134,0.003794046
07U4035,R5,242,0.2631,(B73_Il14H)S5,crinkled,375.7393481,167.7594303,2307.365055,28.97951429,631.0949943,3937.889441,2098.082081,3793.488915,139.9128302,4.917612728,34.59040327,0.004521306,0.211009908,0.790459469,18.10970859,0.233096989,0.204974929,1.248090747,0.12503009,0.006431534
07U4057,R5,243,0.1469,(B73_Il14H)S5,crinkled,554.0745558,245.8625308,2484.577614,43.3658503,1147.688328,4125.707845,2650.592299,4662.278645,266.4014113,8.662184522,36.84365005,0.002410626,0.09278735,2.080399062,10.40239786,0.589417742,0.313790782,4.775470327,0.193143832,0.020207478
07U4059,R5,244,0.139,(B73_Il14H)S5,crinkled,381.8041343,175.8439267,2425.062986,22.80229327,1173.425253,4773.594261,3226.572144,5816.600798,373.418497,12.24323155,40.70223866,0.003841512,0.226763608,2.725966624,16.66302672,0.330489678,0.361364955,3.544208273,0.225614444,0.049578145
07U4091,R5,245,0.1464,(B73_Il14H)S5,crinkled,615.697143,298.981298,2010.345479,47.93112217,1188.465362,3628.137023,2497.245335,4295.210022,261.5954838,6.472404315,41.95326431,0.002500888,0.141444313,2.329586188,22.23664085,0.842853632,0.462688986,1.847948645,0.126317163,0.008019093
07U4163,R5,246,0.1305,(B73_Il14H)S5,crinkled,687.7272913,326.2061206,2389.862927,55.30783207,1289.26303,4300.484598,3001.916432,5708.792188,352.0498252,10.43092171,42.18678682,0.005295342,0.134053766,3.616201282,25.47734953,0.367895302,0.383875767,2.089266802,0.289260909,0.109436633
07U3967,R5,247,0.1508,(B73_Il14H)S5,crinkled,569.2970555,260.3594996,2501.723924,43.80549523,1091.810376,4984.302716,2838.881216,6595.982947,283.2891557,4.429373411,49.19719226,0.00385301,0.320257048,2.346670687,27.00607672,0.384375283,0.325856668,4.211801144,0.178811101,0.07940289
07U4011,R5,248,0.1693,(B73_Il14H)S5,crinkled,336.9077888,155.2379004,2071.234516,20.7178763,952.1007233,3496.274671,2268.190225,5956.796182,250.9589311,5.787940731,35.97554749,0.004925311,0.198575539,1.824997811,16.4860392,0.351004572,0.290504265,2.21453453,0.130412341,0.003595892
07U4035,R5,249,0.2134,(B73_Il14H)S5,crinkled,364.4110869,173.7347731,2140.245121,30.41415443,756.9686216,3847.128358,2210.063534,3612.615728,149.5892879,4.707763227,41.04572375,0.004370316,0.216450809,0.82506736,22.62191647,0.267512127,0.189152287,1.184816269,0.138101437,0.008321494
07U4057,R5,250,0.1491,(B73_Il14H)S5,crinkled,524.161806,245.7873431,2497.197868,44.75128945,1162.879402,4254.856195,2818.587575,4882.231105,260.7963855,9.223349684,39.07758477,0.005587396,0.131544188,2.679689461,12.5197567,0.44289992,0.465766061,4.638121904,0.220726681,0.004300809
07U4059,R5,251,0.1666,(B73_Il14H)S5,crinkled,504.9564835,232.3462562,2175.26931,45.23110609,995.0368478,4470.372147,2973.055189,5522.214432,240.338378,11.69009652,34.43760451,0.007697216,0.25322335,2.324843831,19.6144859,0.404289115,0.337534426,3.325560354,0.273835253,0.076160143
07U4091,R5,252,0.1849,(B73_Il14H)S5,crinkled,462.8562493,219.6443042,2265.877243,36.73429968,1003.60784,3553.062635,2016.450463,4308.280748,276.843076,8.233659936,35.9665319,0.005242418,0.113755746,2.364446968,24.91265025,0.648806353,0.419375897,1.733593309,0.156507754,0.007379578
07U4163,R5,253,0.1367,(B73_Il14H)S5,crinkled,656.3397526,300.6529251,2413.951886,48.14378246,1250.39655,4218.012968,2988.047794,5747.902004,316.4848201,11.39267222,42.01387943,0.003205466,0.175721551,3.260067733,26.37471978,0.585233857,0.427893014,2.026759008,0.291513543,0.076660743
07U3967,R5,254,0.1828,(B73_Il14H)S5,crinkled,287.0040096,133.9004523,2301.13639,19.83173475,877.0041578,4665.276872,2691.041265,6648.625907,328.5181431,4.453835516,35.04976606,0.002387328,0.275043994,2.11829741,24.35232473,0.383412259,0.244260268,3.994993752,0.161687075,0.079408871
07U4011,R5,255,0.1619,(B73_Il14H)S5,crinkled,330.548077,145.060448,2164.899955,22.35958349,977.311955,3700.453175,2176.903652,6005.600179,266.6692181,6.788559588,34.85758758,0.004508012,0.196308403,1.909694519,17.37054196,0.306368457,0.305625899,2.201795398,0.110523457,0
07U4035,R5,256,0.2307,(B73_Il14H)S5,crinkled,361.7808375,163.7288126,2183.592877,28.31016835,705.0197068,3861.603689,2233.200303,3952.289287,149.3304084,5.936134024,37.49758264,0.006374284,0.156648961,0.829685474,20.67923107,0.271456015,0.228244136,1.300153369,0.139910504,0.010506084
07U4057,R5,257,0.2234,(B73_Il14H)S5,crinkled,220.6856584,96.03429483,2215.524048,13.30778131,689.433841,3840.989217,2235.309988,3669.543486,226.6953456,7.609670396,28.84234545,0.00378422,0.141437578,1.802711255,12.32561959,0.166514211,0.157436832,3.534417447,0.17727043,0.009273698
07U4059,R5,258,0.1599,(B73_Il14H)S5,crinkled,311.7947227,145.3054863,2421.727862,19.67322094,1029.201583,4772.053634,3082.608889,5475.776653,335.2242474,12.27783735,34.87287125,0,0.170680852,2.455805928,16.88285127,0.317841182,0.311023174,3.355847618,0.238140895,0.068779814
07U4091,R5,259,0.1702,(B73_Il14H)S5,crinkled,535.8927396,229.5064853,2197.605952,42.34585239,963.6746571,3672.867605,2187.711635,4152.452257,430.290726,9.313814322,37.1609235,0.002794781,0.14340496,3.22835909,25.06696606,0.442176825,0.206706732,1.53937425,0.123823841,0.014564271
07U4163,R5,260,0.1336,(B73_Il14H)S5,crinkled,527.9851025,234.6310144,2323.391006,42.39477419,1213.31613,4223.066915,2878.937255,5739.56385,367.6512309,9.892162132,43.75984535,0.007525761,0.135372169,3.132904881,26.30485201,0.255998427,0.302267881,2.077160757,0.26847013,0.125073181
07U3967,R5,261,0.1508,(B73_Il14H)S5,round,568.8628359,257.9531665,2185.593165,45.85291507,1086.960136,3908.035994,2416.22924,4384.61911,346.1476822,6.427031642,34.38978199,0.009440124,0.337186623,2.617645544,27.42932286,0.33772896,0.195401075,2.65019136,0.16328426,0.103167929
07U4011,R5,262,0.2403,(B73_Il14H)S5,round,350.6408366,158.8811522,1933.233806,26.12760923,650.3616585,3271.225818,1881.891496,3796.472225,184.8004954,5.671845725,31.51292848,0.004712631,0.178876169,1.856392176,16.66641815,0.15786317,0.160182112,1.254879884,0.124135803,0.01234605
07U4035,R5,263,0.2505,(B73_Il14H)S5,round,248.8518403,110.2503176,2167.133224,18.21928476,653.4046051,3469.380554,2197.785418,2797.108868,142.8786997,4.803747291,33.76967166,0.004963073,0.117554353,0.716022058,21.73518511,0.191407464,0.184777008,0.921399454,0.129029236,0.012593742
07U4057,R5,264,0.1957,(B73_Il14H)S5,crinkled,295.8833188,132.4902527,2182.49173,23.52015828,781.5155785,3688.935335,2206.552924,3439.989853,235.0022246,8.04450864,29.80291307,0.002753961,0.098905479,1.930226133,11.77817449,0.358601676,0.140900388,3.188410125,0.177279472,0.006795329
07U4059,R5,265,0.1359,(B73_Il14H)S5,crinkled,758.2767193,328.8829205,2494.299793,54.80526033,1280.820292,4931.985077,3298.0506,6521.353456,292.5843228,12.21719664,37.14883018,0.006299003,0.331267694,2.468482576,23.06490068,0.213862397,0.252498335,3.749921646,0.242312478,0.05137101
07U4091,R5,266,0.2163,(B73_Il14H)S5,round,276.2080196,120.063571,1973.436273,22.30305596,751.2546281,3342.840641,1670.041292,2891.973591,148.755871,4.684868112,29.62903927,0.002214163,0.075132904,1.53347385,22.83747335,0.157640447,0.122801006,1.308490527,0.138566757,0.002985709
07U4163,R5,267,0.1336,(B73_Il14H)S5,round,668.0563735,287.1386904,1561.866022,55.17475386,1304.726355,2595.624954,2458.066568,2657.827975,402.4779978,8.213678142,40.27297698,0.005157314,0.129456266,3.133033826,21.8535951,0.44434687,0.370976157,1.034133648,0.229476132,0.058904622
07U3967,R5,268,0.1661,(B73_Il14H)S5,round,567.3836629,231.7999409,2244.828425,40.65022853,1059.398852,4053.502774,2354.793948,4348.177236,238.375667,5.871217368,33.58167172,0.003695525,0.262064651,2.749047703,24.46882243,0.244065018,0.285411092,2.810602364,0.159064157,0.079131852
07U4011,R5,269,0.1578,(B73_Il14H)S5,round,490.004738,206.6186311,1850.016751,33.1706589,1207.535714,3298.728303,2114.343465,4333.071485,202.972734,4.700016711,32.38818119,0.001444722,0.173038057,2.468182109,16.12514839,0.178213664,0.135005888,1.670414446,0.129827739,0.004393718
07U4035,R5,270,0.2984,(B73_Il14H)S5,round,191.9863818,86.17225678,2248.038983,11.89005867,600.2325719,3786.681057,2039.470776,3093.010016,106.2466979,4.41712344,34.13614046,0.003968831,0.156661009,0.866146019,22.42113441,0.173363311,0.109136907,1.039815484,0.108017065,0.00220977
07U4057,R5,271,0.1382,(B73_Il14H)S5,crinkled,656.7901811,283.8486904,2512.621182,47.14415417,1319.885889,4448.117149,2647.840676,5570.039048,280.2036892,9.064839154,38.01172669,0.004082196,0.111016459,2.458081519,12.56460618,0.327826199,0.264802306,5.551541327,0.230392468,0.023526583
07U4091,R5,272,0.1112,(B73_Il14H)S5,crinkled,742.7470298,320.6432907,1787.891696,57.17967811,1673.822161,3272.363881,2633.315545,3886.772991,271.1401552,6.782283467,41.87766045,0.007176695,0.126028387,2.619554802,25.05452422,0.391687109,0.414325342,1.779199589,0.144631604,0.015268941
07U4091,R5,273,0.1531,(B73_Il14H)S5,round,532.333353,215.5875645,1677.475976,30.91431511,1186.269035,2728.629617,1871.281105,2513.505447,236.6928024,4.843418694,35.00152048,0.000449307,0.059820285,1.607626589,20.13572616,0.340868454,0.225956991,1.096497164,0.138743174,0.015342526
07U4163,R5,274,0.1338,(B73_Il14H)S5,round,449.4761471,195.021614,2379.226233,30.8719978,1374.61963,4239.526246,2817.953856,3799.396099,297.6892282,9.982681544,41.01035303,0.007991442,0.074214864,3.436439651,26.13419759,0.290156002,0.343579409,1.50992228,0.318636432,0.123625541
